,img,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,true_label
1475,img_10230.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.03,1.00,4
2689,img_10249.jpg,0.02,0.01,0.01,0.53,0.29,0.01,0.01,0.01,0.03,0.11,4
2666,img_10572.jpg,0.01,0.01,0.01,0.01,0.17,0.01,0.01,0.01,0.01,0.88,4
1446,img_10794.jpg,0.05,0.01,0.01,0.01,0.31,0.01,0.01,0.01,0.01,0.63,4
7661,img_11052.jpg,0.01,0.01,0.01,0.02,0.01,0.03,0.01,0.01,0.01,0.99,4
6761,img_11270.jpg,0.64,0.03,0.01,0.01,0.01,0.03,0.01,0.13,0.01,0.17,4
427,img_11304.jpg,0.01,0.01,0.01,0.01,0.18,0.01,0.01,0.01,0.79,0.02,4
5975,img_11800.jpg,0.01,0.01,0.55,0.24,0.01,0.01,0.19,0.01,0.01,0.01,4
1477,img_11851.jpg,0.05,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.06,0.91,4
1414,img_11897.jpg,0.08,0.01,0.01,0.01,0.21,0.01,0.01,0.01,0.01,0.70,4
7667,img_11976.jpg,0.01,0.02,0.01,0.24,0.21,0.01,0.01,0.01,0.07,0.45,4
354,img_12333.jpg,0.05,0.01,0.01,0.05,0.06,0.01,0.01,0.01,0.13,0.71,4
6783,img_12834.jpg,0.01,0.01,0.01,0.01,0.01,0.07,0.01,0.43,0.44,0.06,4
7633,img_13613.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.09,0.96,4
5965,img_13940.jpg,0.01,0.01,0.59,0.35,0.01,0.01,0.05,0.01,0.01,0.01,4
7616,img_13973.jpg,0.01,0.06,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,4
6799,img_13981.jpg,0.01,0.01,0.01,0.01,0.01,0.13,0.01,0.17,0.67,0.02,4
2646,img_14473.jpg,0.03,0.01,0.01,0.03,0.20,0.02,0.01,0.03,0.05,0.65,4
1443,img_14593.jpg,0.06,0.01,0.01,0.01,0.40,0.01,0.01,0.01,0.01,0.53,4
7607,img_14792.jpg,0.01,0.01,0.01,0.06,0.01,0.01,0.01,0.01,0.01,0.98,4
6763,img_14981.jpg,0.01,0.01,0.02,0.01,0.01,0.37,0.01,0.01,0.01,0.60,4
1436,img_15184.jpg,0.27,0.01,0.01,0.01,0.17,0.01,0.01,0.01,0.01,0.54,4
5963,img_15378.jpg,0.01,0.01,0.65,0.16,0.01,0.01,0.19,0.01,0.01,0.01,4
1474,img_1552.jpg,0.52,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.48,4
1489,img_15561.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.98,4
1520,img_15720.jpg,0.13,0.01,0.01,0.01,0.19,0.01,0.01,0.01,0.55,0.13,4
1438,img_15721.jpg,0.26,0.01,0.01,0.01,0.04,0.01,0.01,0.01,0.01,0.70,4
1461,img_16051.jpg,0.79,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.18,4
6835,img_16077.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0.01,4
7635,img_16270.jpg,0.01,0.01,0.01,0.02,0.11,0.01,0.01,0.01,0.07,0.85,4
2673,img_17118.jpg,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.96,4
5966,img_173.jpg,0.01,0.01,0.59,0.28,0.01,0.01,0.12,0.01,0.01,0.01,4
2712,img_17467.jpg,0.01,0.02,0.01,0.01,0.02,1.00,0.01,0.01,0.01,0.01,4
6773,img_17553.jpg,0.07,0.01,0.09,0.10,0.01,0.01,0.01,0.01,0.71,0.02,4
6794,img_1789.jpg,0.01,0.01,0.16,0.01,0.01,0.01,0.01,0.01,0.89,0.01,4
5986,img_18136.jpg,0.01,0.01,0.89,0.01,0.08,0.01,0.07,0.01,0.01,0.01,4
7613,img_18155.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0.01,4
2714,img_18210.jpg,0.01,0.01,0.01,0.01,0.11,0.86,0.01,0.06,0.01,0.01,4
5964,img_18353.jpg,0.01,0.01,0.88,0.11,0.01,0.01,0.05,0.01,0.01,0.01,4
1476,img_19134.jpg,0.26,0.01,0.01,0.01,0.20,0.01,0.01,0.01,0.01,0.52,4
2671,img_19318.jpg,0.08,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.95,4
6837,img_19439.jpg,0.46,0.01,0.01,0.01,0.44,0.07,0.01,0.01,0.02,0.01,4
423,img_19617.jpg,0.01,0.01,0.01,0.05,0.05,0.01,0.01,0.01,0.19,0.70,4
1418,img_19660.jpg,0.52,0.01,0.01,0.01,0.16,0.01,0.01,0.01,0.05,0.27,4
2692,img_19931.jpg,0.01,0.01,0.01,0.01,0.05,0.60,0.01,0.13,0.06,0.15,4
362,img_20169.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.48,0.51,4
1487,img_20193.jpg,0.10,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.91,4
352,img_2071.jpg,0.01,0.01,0.01,0.01,0.12,0.01,0.01,0.01,0.92,0.01,4
2738,img_20911.jpg,0.01,0.01,0.01,0.03,0.12,0.86,0.01,0.01,0.02,0.01,4
2739,img_21449.jpg,0.01,0.01,0.01,0.01,0.06,0.96,0.01,0.01,0.01,0.02,4
1526,img_21533.jpg,0.02,0.01,0.01,0.01,0.20,0.01,0.01,0.01,0.01,0.78,4
7638,img_21764.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.98,0.06,4
7614,img_21800.jpg,0.01,0.01,0.01,0.04,0.01,0.41,0.01,0.01,0.01,0.55,4
435,img_22137.jpg,0.01,0.01,0.01,0.01,0.07,0.01,0.01,0.01,0.95,0.02,4
6827,img_22180.jpg,0.01,0.01,0.01,0.01,0.01,0.33,0.01,0.01,0.38,0.28,4
7665,img_22314.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.04,0.96,4
7671,img_22886.jpg,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.03,0.99,4
2719,img_22912.jpg,0.03,0.01,0.01,0.01,0.01,0.24,0.01,0.69,0.02,0.01,4
6786,img_22983.jpg,0.01,0.01,0.01,0.01,0.01,0.03,0.01,0.01,0.96,0.01,4
1488,img_2308.jpg,0.11,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.92,4
5978,img_23621.jpg,0.03,0.01,0.44,0.01,0.07,0.01,0.46,0.01,0.01,0.01,4
7672,img_23812.jpg,0.01,0.01,0.01,0.01,0.01,0.07,0.01,0.01,0.01,0.97,4
6000,img_23864.jpg,0.01,0.01,0.65,0.01,0.28,0.01,0.06,0.01,0.01,0.01,4
2748,img_24149.jpg,0.01,0.01,0.01,0.01,0.46,0.53,0.01,0.01,0.01,0.01,4
349,img_24154.jpg,0.07,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.97,0.01,4
409,img_24186.jpg,0.01,0.01,0.01,0.01,0.33,0.01,0.01,0.01,0.65,0.01,4
7676,img_24247.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.98,0.07,4
446,img_2443.jpg,0.01,0.01,0.01,0.03,0.11,0.01,0.01,0.04,0.62,0.18,4
2665,img_2447.jpg,0.18,0.01,0.01,0.01,0.16,0.32,0.01,0.29,0.03,0.01,4
442,img_24986.jpg,0.01,0.01,0.01,0.37,0.01,0.01,0.01,0.01,0.34,0.29,4
7617,img_2499.jpg,0.01,0.04,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.99,4
361,img_25501.jpg,0.01,0.01,0.01,0.01,0.05,0.01,0.01,0.01,0.72,0.23,4
2707,img_25700.jpg,0.02,0.39,0.01,0.01,0.01,0.53,0.01,0.01,0.05,0.01,4
5980,img_26434.jpg,0.07,0.01,0.70,0.01,0.13,0.01,0.08,0.01,0.01,0.01,4
2658,img_26631.jpg,0.01,0.01,0.01,0.01,0.11,0.10,0.01,0.04,0.03,0.70,4
5977,img_26853.jpg,0.60,0.01,0.01,0.01,0.39,0.01,0.01,0.01,0.01,0.01,4
2709,img_26929.jpg,0.01,0.68,0.01,0.01,0.01,0.30,0.01,0.01,0.01,0.01,4
432,img_27270.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.98,0.01,4
388,img_27957.jpg,0.30,0.01,0.01,0.08,0.02,0.01,0.01,0.01,0.38,0.22,4
1451,img_28055.jpg,0.54,0.01,0.01,0.01,0.06,0.01,0.01,0.01,0.01,0.39,4
1469,img_28764.jpg,0.50,0.01,0.01,0.01,0.30,0.01,0.01,0.01,0.02,0.17,4
2675,img_28788.jpg,0.01,0.01,0.01,0.14,0.01,0.30,0.01,0.33,0.01,0.22,4
5953,img_28890.jpg,0.78,0.01,0.17,0.01,0.01,0.01,0.01,0.01,0.03,0.01,4
7660,img_2910.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.98,4
7677,img_29229.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.98,0.07,4
6814,img_2935.jpg,0.04,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.97,0.01,4
1440,img_29879.jpg,0.10,0.01,0.01,0.01,0.12,0.01,0.01,0.01,0.01,0.78,4
7630,img_29971.jpg,0.01,0.03,0.01,0.01,0.01,0.03,0.01,0.01,0.56,0.39,4
6750,img_29986.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,4
424,img_30307.jpg,0.01,0.01,0.01,0.01,0.14,0.01,0.01,0.01,0.37,0.47,4
1486,img_30512.jpg,0.20,0.01,0.01,0.01,0.07,0.01,0.01,0.01,0.09,0.64,4
5958,img_30735.jpg,0.01,0.01,0.45,0.32,0.04,0.01,0.19,0.01,0.01,0.01,4
384,img_30767.jpg,0.01,0.01,0.01,0.01,0.10,0.01,0.01,0.05,0.78,0.07,4
2741,img_31106.jpg,0.02,0.01,0.01,0.01,0.26,0.70,0.01,0.01,0.01,0.01,4
7680,img_31474.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0.05,4
6778,img_31622.jpg,0.01,0.01,0.02,0.01,0.01,0.03,0.01,0.27,0.52,0.14,4
350,img_31684.jpg,0.17,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.87,0.01,4
5960,img_3187.jpg,0.01,0.01,0.17,0.34,0.01,0.01,0.48,0.01,0.01,0.01,4
402,img_31886.jpg,0.03,0.01,0.01,0.39,0.06,0.01,0.01,0.01,0.53,0.01,4
7620,img_32186.jpg,0.01,0.01,0.01,0.03,0.01,0.01,0.01,0.01,0.08,0.94,4
5959,img_32417.jpg,0.01,0.01,0.47,0.28,0.03,0.01,0.21,0.01,0.01,0.01,4
1411,img_32444.jpg,0.09,0.01,0.01,0.01,0.20,0.01,0.01,0.01,0.02,0.69,4
1485,img_32943.jpg,0.87,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.18,4
2720,img_33024.jpg,0.01,0.01,0.01,0.01,0.01,0.95,0.01,0.01,0.03,0.01,4
6795,img_33076.jpg,0.01,0.01,0.28,0.01,0.01,0.57,0.01,0.03,0.06,0.06,4
1452,img_33134.jpg,0.55,0.01,0.01,0.01,0.30,0.01,0.01,0.01,0.01,0.15,4
2735,img_33345.jpg,0.01,0.41,0.01,0.01,0.01,0.48,0.01,0.01,0.08,0.01,4
7681,img_3345.jpg,0.01,0.01,0.01,0.03,0.01,0.01,0.01,0.01,0.95,0.01,4
403,img_33752.jpg,0.01,0.01,0.01,0.14,0.36,0.01,0.01,0.01,0.49,0.01,4
2688,img_33835.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.08,0.96,4
2660,img_33879.jpg,0.01,0.01,0.01,0.01,0.17,0.20,0.01,0.01,0.01,0.62,4
7682,img_33888.jpg,0.01,0.01,0.01,1.00,0.01,0.01,0.01,0.01,0.01,0.04,4
2656,img_33900.jpg,0.01,0.01,0.01,0.01,0.17,0.05,0.01,0.01,0.01,0.76,4
2677,img_34301.jpg,0.01,0.01,0.01,0.01,0.05,0.41,0.01,0.07,0.01,0.46,4
5961,img_3446.jpg,0.01,0.01,0.55,0.16,0.01,0.01,0.28,0.01,0.01,0.01,4
6775,img_34488.jpg,0.04,0.01,0.59,0.01,0.01,0.02,0.01,0.01,0.07,0.26,4
1497,img_34566.jpg,0.02,0.01,0.01,0.01,0.34,0.01,0.01,0.01,0.01,0.64,4
6796,img_34848.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0.01,4
7631,img_34946.jpg,0.01,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.95,4
7642,img_35072.jpg,0.01,0.01,0.01,0.02,0.19,0.01,0.01,0.01,0.03,0.77,4
6809,img_35657.jpg,0.01,0.01,0.05,0.01,0.01,0.01,0.01,0.01,0.49,0.45,4
5962,img_35856.jpg,0.01,0.01,0.77,0.07,0.01,0.01,0.15,0.01,0.01,0.01,4
7645,img_36078.jpg,0.01,0.01,0.01,0.40,0.01,0.14,0.01,0.01,0.06,0.40,4
6776,img_36222.jpg,0.02,0.03,0.03,0.01,0.01,0.03,0.01,0.01,0.91,0.04,4
353,img_36357.jpg,0.66,0.01,0.01,0.01,0.09,0.01,0.01,0.01,0.24,0.01,4
5957,img_36604.jpg,0.01,0.01,0.38,0.12,0.04,0.01,0.45,0.01,0.01,0.01,4
7668,img_36844.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.04,0.96,4
7679,img_37053.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.64,0.35,4
1472,img_37255.jpg,0.54,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.45,4
7652,img_37538.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.09,0.93,4
7662,img_38490.jpg,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.35,0.63,4
390,img_38647.jpg,0.13,0.01,0.01,0.01,0.07,0.01,0.01,0.01,0.53,0.27,4
1457,img_39449.jpg,0.39,0.01,0.01,0.01,0.38,0.01,0.01,0.01,0.07,0.16,4
7624,img_39670.jpg,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.80,0.19,4
6751,img_40043.jpg,0.01,0.03,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.96,4
422,img_40257.jpg,0.01,0.01,0.01,0.01,0.10,0.01,0.01,0.01,0.27,0.62,4
2696,img_40343.jpg,0.12,0.08,0.01,0.73,0.01,0.05,0.01,0.01,0.01,0.01,4
421,img_40588.jpg,0.01,0.01,0.01,0.04,0.23,0.01,0.01,0.01,0.46,0.25,4
2670,img_40784.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.97,4
1407,img_41172.jpg,0.01,0.01,0.01,0.01,0.06,0.01,0.01,0.01,0.01,0.98,4
406,img_41188.jpg,0.03,0.01,0.01,0.10,0.38,0.01,0.01,0.01,0.47,0.03,4
2724,img_41329.jpg,0.02,0.01,0.01,0.01,0.12,0.90,0.01,0.01,0.01,0.01,4
355,img_41379.jpg,0.37,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.61,0.01,4
5976,img_41645.jpg,0.01,0.01,0.78,0.14,0.01,0.01,0.07,0.01,0.01,0.01,4
1482,img_41982.jpg,0.56,0.01,0.01,0.01,0.42,0.01,0.01,0.01,0.01,0.02,4
6785,img_42084.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.96,0.03,4
7657,img_42125.jpg,0.01,0.33,0.01,0.01,0.08,0.03,0.01,0.01,0.48,0.06,4
414,img_4250.jpg,0.01,0.01,0.01,0.03,0.37,0.01,0.01,0.01,0.59,0.01,4
1522,img_42570.jpg,0.09,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.95,4
2747,img_42583.jpg,0.01,0.01,0.01,0.01,0.08,0.94,0.01,0.01,0.01,0.02,4
1503,img_4266.jpg,0.01,0.01,0.01,0.01,0.34,0.01,0.01,0.01,0.01,0.64,4
366,img_42719.jpg,0.02,0.01,0.01,0.01,0.19,0.01,0.01,0.01,0.77,0.02,4
364,img_42776.jpg,0.03,0.01,0.01,0.01,0.19,0.01,0.01,0.01,0.11,0.66,4
6760,img_43089.jpg,0.10,0.01,0.01,0.01,0.01,0.03,0.01,0.73,0.01,0.14,4
6832,img_43611.jpg,0.01,0.01,0.01,0.01,0.01,0.10,0.01,0.01,0.92,0.02,4
1473,img_44129.jpg,0.25,0.01,0.01,0.01,0.36,0.01,0.01,0.01,0.01,0.39,4
7644,img_4440.jpg,0.01,0.01,0.01,0.14,0.01,0.01,0.01,0.01,0.01,0.90,4
1481,img_4460.jpg,0.35,0.01,0.01,0.01,0.28,0.01,0.01,0.01,0.01,0.36,4
6767,img_44862.jpg,0.01,0.01,0.01,0.01,0.01,0.23,0.01,0.01,0.12,0.63,4
2711,img_4499.jpg,0.01,0.01,0.01,0.01,0.01,0.96,0.01,0.01,0.01,0.01,4
2710,img_45024.jpg,0.01,0.02,0.01,0.01,0.01,0.93,0.01,0.01,0.07,0.01,4
445,img_45093.jpg,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.40,0.58,4
7621,img_452.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,4
6805,img_45452.jpg,0.01,0.01,0.01,0.01,0.01,0.46,0.01,0.01,0.46,0.08,4
4209,img_45659.jpg,0.01,0.01,0.01,0.50,0.50,0.01,0.01,0.01,0.01,0.01,4
5979,img_4637.jpg,0.10,0.01,0.91,0.01,0.01,0.01,0.03,0.01,0.01,0.01,4
2637,img_46388.jpg,0.01,0.91,0.01,0.01,0.11,0.01,0.01,0.01,0.02,0.01,4
5993,img_46544.jpg,0.01,0.01,0.86,0.01,0.14,0.01,0.03,0.01,0.01,0.01,4
5074,img_46579.jpg,0.01,0.01,0.01,0.01,0.47,0.01,0.01,0.01,0.01,0.52,4
417,img_46670.jpg,0.01,0.01,0.01,0.01,0.08,0.01,0.01,0.01,0.86,0.11,4
7619,img_47177.jpg,0.01,0.01,0.01,0.17,0.01,0.01,0.01,0.01,0.01,0.87,4
7610,img_47321.jpg,0.01,0.39,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.61,4
6781,img_47456.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.98,0.02,4
396,img_4777.jpg,0.21,0.01,0.01,0.13,0.09,0.01,0.01,0.01,0.35,0.21,4
5097,img_47902.jpg,0.01,0.01,0.01,0.95,0.01,0.01,0.01,0.01,0.01,0.03,4
7608,img_48252.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.00,4
2750,img_48336.jpg,0.37,0.01,0.01,0.01,0.32,0.09,0.01,0.06,0.16,0.01,4
2684,img_48398.jpg,0.01,0.01,0.01,0.01,0.03,0.02,0.01,0.99,0.01,0.01,4
1435,img_48472.jpg,0.09,0.01,0.01,0.01,0.30,0.01,0.01,0.01,0.12,0.49,4
2745,img_48735.jpg,0.01,0.01,0.01,0.01,0.05,0.80,0.01,0.01,0.01,0.14,4
6752,img_4893.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.98,4
5968,img_49107.jpg,0.01,0.01,0.43,0.54,0.01,0.01,0.01,0.01,0.01,0.01,4
441,img_49163.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.47,0.52,4
2718,img_49642.jpg,0.01,0.01,0.01,0.01,0.01,0.96,0.01,0.01,0.02,0.01,4
6820,img_4967.jpg,0.01,0.06,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.97,4
1422,img_5014.jpg,0.24,0.01,0.01,0.01,0.37,0.01,0.01,0.01,0.01,0.38,4
6825,img_503.jpg,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.98,0.01,4
347,img_50429.jpg,0.04,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0.01,4
6803,img_50613.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.11,0.87,0.04,4
7636,img_50793.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.98,4
439,img_50829.jpg,0.01,0.01,0.01,0.01,0.39,0.01,0.01,0.01,0.60,0.01,4
6789,img_50866.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.00,0.05,4
2654,img_51068.jpg,0.01,0.01,0.01,0.01,0.05,0.13,0.01,0.01,0.01,0.86,4
348,img_51146.jpg,0.09,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.96,0.01,4
1416,img_51356.jpg,0.05,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.04,0.94,4
1479,img_51644.jpg,0.77,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.22,4
2703,img_51711.jpg,0.01,0.01,0.01,0.01,0.01,0.99,0.01,0.01,0.01,0.01,4
2728,img_51783.jpg,0.01,0.01,0.01,0.01,0.11,0.87,0.01,0.05,0.01,0.01,4
2681,img_51790.jpg,0.01,0.01,0.01,0.01,0.07,0.73,0.01,0.08,0.01,0.10,4
5952,img_5187.jpg,0.03,0.01,0.95,0.01,0.01,0.02,0.03,0.01,0.01,0.01,4
7641,img_51903.jpg,0.01,0.01,0.01,0.39,0.03,0.01,0.01,0.01,0.42,0.15,4
1419,img_52106.jpg,0.04,0.01,0.01,0.01,0.03,0.01,0.01,0.01,0.03,0.94,4
4213,img_52138.jpg,0.01,0.01,0.01,0.57,0.43,0.01,0.01,0.01,0.01,0.01,4
2661,img_52380.jpg,0.01,0.01,0.01,0.01,0.01,0.24,0.01,0.01,0.01,0.73,4
404,img_52406.jpg,0.08,0.01,0.01,0.02,0.34,0.01,0.01,0.01,0.56,0.01,4
2678,img_52614.jpg,0.01,0.01,0.01,0.01,0.15,0.35,0.01,0.06,0.01,0.44,4
7653,img_53259.jpg,0.01,0.01,0.01,0.02,0.01,0.14,0.01,0.01,0.44,0.39,4
2713,img_53646.jpg,0.01,0.01,0.01,0.01,0.01,0.99,0.01,0.04,0.01,0.01,4
426,img_53663.jpg,0.01,0.01,0.01,0.01,0.05,0.01,0.01,0.01,0.45,0.50,4
6772,img_53828.jpg,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.00,0.01,4
386,img_53858.jpg,0.03,0.01,0.01,0.01,0.22,0.01,0.01,0.01,0.67,0.07,4
358,img_53991.jpg,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.03,0.99,4
2636,img_54032.jpg,0.12,0.65,0.01,0.12,0.10,0.01,0.01,0.01,0.01,0.01,4
7670,img_54158.jpg,0.01,0.91,0.01,0.01,0.13,0.01,0.01,0.01,0.02,0.01,4
6802,img_54224.jpg,0.01,0.01,0.01,0.01,0.01,0.04,0.01,0.01,0.96,0.01,4
5967,img_54261.jpg,0.01,0.01,0.80,0.19,0.01,0.01,0.01,0.01,0.01,0.01,4
1444,img_5442.jpg,0.09,0.01,0.01,0.01,0.29,0.01,0.01,0.01,0.01,0.63,4
1417,img_54661.jpg,0.10,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.94,4
360,img_54866.jpg,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.22,0.73,4
6768,img_55163.jpg,0.01,0.01,0.01,0.01,0.01,0.54,0.01,0.01,0.10,0.34,4
378,img_55438.jpg,0.01,0.01,0.01,0.01,0.38,0.01,0.01,0.01,0.61,0.01,4
391,img_55701.jpg,0.24,0.01,0.01,0.05,0.01,0.01,0.01,0.01,0.57,0.13,4
1415,img_5603.jpg,0.09,0.01,0.01,0.01,0.17,0.01,0.01,0.01,0.07,0.67,4
2676,img_56352.jpg,0.01,0.01,0.01,0.47,0.03,0.13,0.01,0.35,0.01,0.01,4
6830,img_57279.jpg,0.41,0.01,0.01,0.01,0.01,0.01,0.01,0.05,0.29,0.23,4
1406,img_5759.jpg,0.01,0.01,0.01,0.01,0.49,0.01,0.01,0.01,0.01,0.51,4
1397,img_57590.jpg,0.01,0.01,0.01,0.01,0.22,0.03,0.01,0.01,0.01,0.74,4
6800,img_57748.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0.01,4
6765,img_57759.jpg,0.01,0.01,0.55,0.01,0.01,0.22,0.01,0.09,0.05,0.07,4
6819,img_57808.jpg,0.01,0.15,0.01,0.01,0.01,0.03,0.01,0.01,0.01,0.87,4
367,img_58155.jpg,0.03,0.01,0.01,0.40,0.01,0.01,0.01,0.01,0.56,0.01,4
357,img_58436.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.05,0.99,4
7609,img_58467.jpg,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.96,4
2640,img_58593.jpg,0.28,0.34,0.01,0.04,0.31,0.02,0.01,0.01,0.01,0.01,4
6784,img_58616.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.24,0.75,4
7627,img_58743.jpg,0.02,0.51,0.01,0.01,0.01,0.01,0.01,0.01,0.20,0.25,4
1413,img_58937.jpg,0.01,0.01,0.01,0.01,0.03,0.01,0.01,0.01,0.05,0.96,4
431,img_59246.jpg,0.01,0.01,0.01,0.01,0.15,0.01,0.01,0.01,0.72,0.13,4
2674,img_594.jpg,0.01,0.01,0.01,0.01,0.01,0.65,0.01,0.34,0.01,0.01,4
443,img_60021.jpg,0.05,0.01,0.01,0.60,0.01,0.01,0.01,0.01,0.15,0.18,4
5956,img_6014.jpg,0.01,0.01,0.20,0.25,0.01,0.01,0.54,0.01,0.01,0.01,4
369,img_60279.jpg,0.01,0.01,0.01,0.01,0.03,0.01,0.01,0.01,0.95,0.06,4
7640,img_60290.jpg,0.01,0.01,0.01,0.21,0.01,0.01,0.01,0.01,0.74,0.04,4
5981,img_60336.jpg,0.04,0.01,0.65,0.01,0.14,0.01,0.15,0.01,0.01,0.01,4
5098,img_6056.jpg,0.01,0.01,0.01,0.46,0.36,0.01,0.12,0.01,0.01,0.06,4
412,img_60673.jpg,0.28,0.01,0.01,0.01,0.05,0.01,0.01,0.01,0.37,0.29,4
5970,img_6108.jpg,0.01,0.01,0.69,0.29,0.01,0.01,0.02,0.01,0.01,0.01,4
6823,img_6114.jpg,0.01,0.01,0.01,0.01,0.01,0.15,0.01,0.01,0.90,0.01,4
6822,img_61406.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.67,0.32,4
1420,img_61494.jpg,0.15,0.01,0.01,0.01,0.09,0.01,0.01,0.01,0.01,0.75,4
410,img_61495.jpg,0.02,0.01,0.01,0.01,0.15,0.01,0.01,0.01,0.86,0.01,4
7666,img_61941.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.88,0.16,4
2699,img_62033.jpg,0.04,0.10,0.01,0.01,0.09,0.07,0.01,0.02,0.04,0.65,4
4211,img_62201.jpg,0.01,0.01,0.01,0.55,0.45,0.01,0.01,0.01,0.01,0.01,4
6826,img_62457.jpg,0.01,0.01,0.01,0.01,0.01,0.05,0.01,0.01,0.77,0.18,4
5999,img_62998.jpg,0.01,0.01,0.57,0.01,0.37,0.01,0.03,0.01,0.01,0.01,4
5992,img_63030.jpg,0.01,0.01,0.95,0.01,0.06,0.01,0.02,0.01,0.01,0.01,4
2664,img_63113.jpg,0.02,0.01,0.01,0.01,0.13,0.63,0.01,0.20,0.01,0.01,4
7637,img_63401.jpg,0.01,0.01,0.01,0.04,0.01,0.01,0.01,0.01,0.97,0.04,4
