business_id,labels,label
euvqx,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
euwd3,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
ev61f,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
ev75i,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
ev8ze,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
ev9o3,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
evdg5,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
evx2y,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
evz7x,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
ew91m,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
ewa21,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
ewct2,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
ewgkg,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
ewm4c,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
ewmkz,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
ewq0g,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
ewrb4,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
eww4i,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
ewxu6,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
ex08h,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
ex47z,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
ex5lb,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
ex9kp,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
excw3,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
exdgn,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
exgab,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
exjxm,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
exkss,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
exn1r,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
exo6d,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
exqyg,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
exxzp,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
eybbo,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
eybtj,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
eygu6,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
eyh3i,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
eyh7a,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
eyjoe,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
eyopo,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
eyr9v,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
ez2q7,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
ezan4,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
ezc1x,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
ezcnf,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
ezez7,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
f09nd,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
f0ky7,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
f0o69,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
f0p6w,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
f0syp,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
f0xrw,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
f1da6,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
f1t9l,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
f21s0,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
f28m0,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
f2d7z,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
f2dmn,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
f2k6c,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
f2kmh,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
f2n01,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
f2t2t,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
f2wo6,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
f2xyg,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
f2yct,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
f2ygw,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
f2zdp,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
f32cs,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
f36b7,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
f36se,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
f3eol,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
f3ku8,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
f3qmt,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
f40ie,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
f44wf,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
f4629,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
f4bbo,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
f4bil,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
f4qwq,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
f517f,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
f54dg,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
f55du,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
f55s2,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
f5690,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
f5k4t,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
f5l0i,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
f5qr3,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
f5rgn,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
f5rm5,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
f64dt,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
f6942,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
f6bp8,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
f6lgj,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
f6tg6,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
f6tik,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
f73hk,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
f74xk,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
f77ix,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
f7j9f,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
f7t0x,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
f7w4g,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
f7woa,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
f7z1r,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
f83cm,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
f8419,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
f87lt,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
f8b08,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
f8kjc,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
f8ks0,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
f8szl,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
f8tr6,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
f91ur,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
f9e84,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
f9ksc,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
f9no2,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
f9tc6,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fa3cu,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
faawm,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fandr,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
faq4s,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fatd7,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
favsh,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
faxn2,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fbcmb,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fbg76,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fbgvh,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fbirg,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fbkyj,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fboh3,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fby5r,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fc66d,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fc7tg,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fcgl6,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fcgw4,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fchw1,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fci19,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fci85,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fcm9t,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fcn5u,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fcos2,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fcskg,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fcswi,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fcznu,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fd2so,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fdbey,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fdeqg,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fdpka,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fds2c,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fe0up,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fe5vh,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fe8gs,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fe8io,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
feiy0,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
femx8,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
ferky,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fetjg,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fetme,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fev4j,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
ff0qk,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
ff4ey,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
ff6df,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
ff8eg,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
ffo7u,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
ffxsq,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
ffykp,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
ffyps,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
ffzuh,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fg9rl,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fg9vq,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fgaji,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fgbk6,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fgdn1,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fgh6l,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fgkm9,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fgq6o,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fgu5g,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fgvqf,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fgwae,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fgx0x,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fh3v7,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fh8b2,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fhatz,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fhk0h,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fhl2w,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fhubu,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fhuf5,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fi2af,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fi4n1,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fi7pi,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fidp4,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fidw3,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fihn5,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fik4g,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
filtp,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fimo9,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fisnm,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fiyxf,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fiz0g,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fj3nz,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fj57k,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fjifp,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fjmcd,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fjo81,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fjpb8,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fjv9s,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fjvig,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fjzot,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fk6su,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fk7wf,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fk916,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fkehf,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fkkpb,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fkl5k,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fkpdg,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fkxgk,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fl15b,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
flca7,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fldmm,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
flhcf,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fly4p,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fm1rf,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fm87b,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fmg3e,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fmm4o,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fmndk,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fmsuw,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fmt24,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fmzsx,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fn1y0,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fncv9,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fnhgi,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fnit1,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fnvm4,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fo0qf,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fo72n,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fo7lu,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
foa4v,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fodvo,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
foljn,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fou5i,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
foyy9,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fpc5b,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fpnf2,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fpuv2,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fq2io,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fq2v2,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fq9oj,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fqkkb,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fqktb,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fql9e,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fqmt6,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fqq6h,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fqxrz,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fqzbj,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fragn,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
frden,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
frle1,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
frpag,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
frt1d,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fruzr,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
frz8r,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fs4ht,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fshr0,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fshxr,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fsm2z,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fsn4d,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fspa7,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fsvqt,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
ft100,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
ft3sf,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
ftcsu,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
ftekb,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
ftr53,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fu9y7,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fucoe,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fuii8,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fukj5,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fumx3,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fup0v,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fuwxp,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fuy4w,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fv0en,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fv4uu,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fv7i4,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fv86i,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fvj1f,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fvtrk,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fw4gp,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fw57k,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
fw937,,"0.332,0.4965,0.513,0.5015,0.2735,0.6245,0.68,0.286,0.619"
