business_id;percentage_removed;counts
36gec;1,818181818;108
4m642;1,818181818;54
4vhyi;1,818181818;108
7u29x;1,818181818;54
92nv0;1,818181818;54
agklh;1,818181818;54
cpry0;1,818181818;54
e4vok;1,818181818;54
f6942;1,818181818;108
hj9g4;1,818181818;378
hxhsb;1,818181818;54
j1rpp;1,818181818;54
jphbq;1,818181818;108
kr7hb;1,818181818;54
m8gil;1,818181818;54
pow2t;1,818181818;54
qwox8;1,818181818;54
s1e9w;1,818181818;54
s8azy;1,818181818;54
u7ry5;1,818181818;108
va254;1,818181818;108
z3ldv;1,818181818;54
aw5my;1,813471503;379
ohz84;1,807228916;163
pf81b;1,807228916;163
e055n;1,805054152;272
2p8ss;1,801801802;109
f5qr3;1,801801802;109
fihn5;1,801801802;109
kadvj;1,801801802;109
l41nr;1,801801802;218
rl6ij;1,801801802;109
swnvb;1,801801802;109
tkpdg;1,801801802;109
zf3vb;1,801801802;218
4o1yx;1,796407186;164
i0ggf;1,796407186;164
0ke39;1,785714286;55
1tpqe;1,785714286;55
3iiuk;1,785714286;385
49qfc;1,785714286;55
54ivq;1,785714286;165
5i6ry;1,785714286;55
7wpe3;1,785714286;55
8f5ai;1,785714286;55
8rcy7;1,785714286;55
8sqjx;1,785714286;220
8y4m4;1,785714286;165
d65mf;1,785714286;110
fjifp;1,785714286;165
g422i;1,785714286;55
is8ik;1,785714286;110
kvx20;1,785714286;55
lulc9;1,785714286;385
lz2uy;1,785714286;55
m151t;1,785714286;55
p7cz9;1,785714286;55
qhdiv;1,785714286;55
qpfqn;1,785714286;110
qpo9n;1,785714286;55
qtgtn;1,785714286;55
s317q;1,785714286;110
smwk1;1,785714286;55
sr3tc;1,785714286;110
tos0c;1,785714286;55
uhj4f;1,785714286;55
ja6yf;1,781170483;386
iw8p1;1,780821918;717
5ewfu;1,778656126;497
ealp0;1,777777778;442
2ybxd;1,776649746;387
fgdn1;1,775147929;332
zadnr;1,775147929;166
8mp0u;1,769911504;111
qayjq;1,769911504;111
wt1o5;1,769911504;111
hlu1p;1,768707483;722
qgyon;1,764705882;167
l6hzo;1,757188498;615
38ije;1,754385965;56
4r7rt;1,754385965;56
57fvx;1,754385965;56
58pfr;1,754385965;56
5xuob;1,754385965;56
c9lu2;1,754385965;56
cybp4;1,754385965;112
czl5i;1,754385965;168
dgz7x;1,754385965;56
do6qt;1,754385965;56
dpx35;1,754385965;56
e3s6h;1,754385965;56
ekuhn;1,754385965;56
g1ue3;1,754385965;112
ie4ji;1,754385965;56
jra86;1,754385965;168
jyaex;1,754385965;56
li0ds;1,754385965;112
lxm5g;1,754385965;56
mrqkp;1,754385965;112
ndh3w;1,754385965;56
ndvga;1,754385965;112
ne12s;1,754385965;112
oe0zq;1,754385965;56
rqtzp;1,754385965;56
u1x07;1,754385965;56
u9rov;1,754385965;56
xhnkd;1,754385965;56
zq92e;1,754385965;56
ddj1e;1,748251748;281
iuqsx;1,746724891;225
881qf;1,742160279;282
5c6k5;1,739130435;226
7n3zq;1,739130435;113
e98fv;1,739130435;113
ecad1;1,739130435;226
g61u8;1,739130435;226
km22r;1,739130435;226
pewrc;1,739130435;113
tkusw;1,739130435;113
gllcf;1,734104046;170
fw4gp;1,731601732;227
20uu8;1,730103806;284
pgiog;1,730103806;284
x446x;1,727861771;455
1vi4a;1,724137931;57
2iqnk;1,724137931;57
2iqvb;1,724137931;57
3npq7;1,724137931;57
5b5tb;1,724137931;57
6l2ip;1,724137931;57
79gmy;1,724137931;57
7g9o1;1,724137931;57
7trbb;1,724137931;57
7u69k;1,724137931;57
953i0;1,724137931;513
9mant;1,724137931;57
al0r0;1,724137931;57
ewq0g;1,724137931;57
gqj6c;1,724137931;57
hdxyp;1,724137931;57
i8tj8;1,724137931;285
i9bku;1,724137931;57
in7li;1,724137931;57
iu0ok;1,724137931;57
kqqik;1,724137931;57
nqm95;1,724137931;285
nto5q;1,724137931;285
okyvs;1,724137931;57
omnlm;1,724137931;57
rnj19;1,724137931;57
t5w2l;1,724137931;57
tb7ga;1,724137931;57
tw4mj;1,724137931;57
urnvd;1,724137931;57
uw8s1;1,724137931;57
vrpto;1,724137931;285
xg3d1;1,724137931;57
nnu59;1,720647773;971
xs2yy;1,720430108;457
y6q7g;1,714285714;172
j1lj4;1,712328767;287
zg6q7;1,712328767;287
vesff;1,711026616;517
yvlp1;1,710730949;632
dqqme;1,709401709;115
g70k5;1,709401709;115
gl78t;1,709401709;115
hed1q;1,709401709;230
ro5n7;1,709401709;115
a5i5p;1,704545455;173
qs5l6;1,704105345;1269
2lho0;1,698754247;868
0qz6n;1,694915254;58
1dm5g;1,694915254;58
1phyf;1,694915254;58
2ru96;1,694915254;58
2vtfz;1,694915254;58
4t4n2;1,694915254;58
5lkgz;1,694915254;58
8x404;1,694915254;58
9p1oc;1,694915254;116
a00e8;1,694915254;58
aandm;1,694915254;58
cvxrb;1,694915254;58
d4fx5;1,694915254;58
d6unw;1,694915254;58
d72s9;1,694915254;116
h62sz;1,694915254;58
h6r24;1,694915254;58
hg6t3;1,694915254;58
hms2b;1,694915254;58
hvrbl;1,694915254;58
ihlin;1,694915254;58
iwpzk;1,694915254;58
knu47;1,694915254;58
kq0j2;1,694915254;116
ktqy6;1,694915254;58
l7wv2;1,694915254;58
mae66;1,694915254;58
mat9f;1,694915254;58
mj1w7;1,694915254;58
mz0ag;1,694915254;116
non1b;1,694915254;290
oj8hs;1,694915254;58
oxw00;1,694915254;174
ozuf3;1,694915254;58
quch9;1,694915254;58
sxloj;1,694915254;116
ujtkr;1,694915254;58
unjm1;1,694915254;58
us1x0;1,694915254;58
xymcr;1,694915254;58
p7gdu;1,690821256;407
3rqqs;1,689189189;291
53xdp;1,687763713;233
yu1z9;1,687763713;233
1105p;1,684210526;467
376an;1,680672269;117
4brvi;1,680672269;117
helxp;1,680672269;117
iel1w;1,680672269;117
pithx;1,680672269;117
dinxo;1,673640167;235
kkl9u;1,673640167;235
49mi6;1,666666667;59
4jazg;1,666666667;118
5k07l;1,666666667;59
60dam;1,666666667;118
64080;1,666666667;59
6dfrq;1,666666667;118
c9ahk;1,666666667;118
cnb8g;1,666666667;59
d3inn;1,666666667;59
dtdhp;1,666666667;59
e87lb;1,666666667;59
fgu5g;1,666666667;59
fk7wf;1,666666667;59
g2zgo;1,666666667;118
iqtab;1,666666667;59
khbkf;1,666666667;118
kmgky;1,666666667;59
l0yln;1,666666667;59
lghd3;1,666666667;59
lzh7e;1,666666667;177
of059;1,666666667;59
oo84z;1,666666667;59
rco2l;1,666666667;118
u54g3;1,666666667;59
u9uje;1,666666667;118
vaq4j;1,666666667;177
weawj;1,666666667;59
xz3f6;1,662707838;414
mwqjo;1,662049862;355
7aodh;1,661129568;296
9z8yz;1,661129568;296
psgdb;1,661129568;592
u507g;1,661129568;592
a7scq;1,658767773;415
lrexs;1,658767773;415
zmvxx;1,658767773;415
1iaz6;1,657458564;178
amahe;1,657458564;178
dkdi5;1,657458564;178
hr1x9;1,657458564;178
ofsyy;1,657458564;178
oy8b2;1,657458564;178
vrsc5;1,657458564;178
aular;1,655629139;297
k53wi;1,655629139;297
owld5;1,655629139;297
bbfnd;1,655172414;713
3s8ky;1,652892562;238
9vue5;1,652892562;238
q8xb4;1,652892562;119
rvhec;1,652892562;119
y79k2;1,652892562;238
zamf6;1,652892562;119
90qvn;1,648351648;179
dlba8;1,648351648;179
xjfd8;1,648351648;179
prubh;1,642036125;599
0j8zu;1,639344262;60
321ey;1,639344262;60
4qxq5;1,639344262;60
4ztgl;1,639344262;60
5n31f;1,639344262;60
72v4w;1,639344262;60
7tzp1;1,639344262;60
8mrue;1,639344262;120
a0015;1,639344262;60
bo86f;1,639344262;60
eww4i;1,639344262;60
g43v9;1,639344262;60
g7kyk;1,639344262;60
gczuq;1,639344262;60
ghovu;1,639344262;120
in2ff;1,639344262;60
ko9rf;1,639344262;120
lowfz;1,639344262;60
lq3wd;1,639344262;60
mrqiz;1,639344262;60
n3moy;1,639344262;120
olzcs;1,639344262;60
pkhcw;1,639344262;60
qrme7;1,639344262;60
ssmcg;1,639344262;60
wfids;1,639344262;120
xepoj;1,639344262;120
z7uim;1,639344262;60
plpbx;1,634320735;963
ofblf;1,626646011;1270
97spw;1,62601626;242
cshax;1,62601626;121
hexrf;1,62601626;121
kp01h;1,62601626;121
pxxlf;1,62601626;242
s3yah;1,62601626;121
xrg5e;1,62601626;121
qonem;1,622718053;485
jaogr;1,621621622;182
ragpe;1,619433198;972
7hsgr;1,618122977;608
jvcrf;1,618122977;304
0zb7e;1,612903226;183
30cyu;1,612903226;122
3nw71;1,612903226;61
4fx3y;1,612903226;61
6op0w;1,612903226;61
6u8qq;1,612903226;183
99ish;1,612903226;61
9ck61;1,612903226;61
dimj4;1,612903226;61
fxeh2;1,612903226;61
goe9n;1,612903226;61
hok1m;1,612903226;61
i5w2l;1,612903226;122
jytxh;1,612903226;61
kdtdh;1,612903226;61
kqhoe;1,612903226;61
lqd3k;1,612903226;61
m9yix;1,612903226;61
n7vvq;1,612903226;122
qfnuv;1,612903226;61
qfsb3;1,612903226;61
qsc4t;1,612903226;61
rqb9b;1,612903226;61
soixb;1,612903226;122
cppbu;1,610017889;550
i5afi;1,607717042;306
1lyyo;1,6;123
ban9j;1,6;123
geujw;1,6;123
jauqt;1,6;123
qlg69;1,6;123
rljgv;1,6;123
spccu;1,6;123
xsdli;1,6;123
ym6f6;1,6;123
5ukiq;1,597444089;616
rx2lp;1,597444089;308
559bx;1,59453303;432
1nbbh;1,587301587;62
22oiz;1,587301587;62
5xnuf;1,587301587;124
7ilhq;1,587301587;62
90vlj;1,587301587;62
cka0m;1,587301587;124
ejkmb;1,587301587;62
ex5lb;1,587301587;62
fhatz;1,587301587;186
g5mda;1,587301587;62
hjpjd;1,587301587;62
ki7l6;1,587301587;186
lb821;1,587301587;124
tw8oy;1,587301587;62
u4zsp;1,587301587;186
uhd62;1,587301587;186
vc27y;1,587301587;62
vw1tv;1,587301587;186
vy6ee;1,587301587;124
w9a5b;1,587301587;62
wurma;1,587301587;62
ztdmj;1,587301587;62
zvdfz;1,587301587;62
61nds;1,582278481;311
cj5x9;1,582278481;311
y3zpu;1,582278481;311
zdkra;1,582278481;311
oz1cj;1,581027668;498
ut6ay;1,581027668;498
4kbi0;1,578947368;187
hy64o;1,578947368;187
7nzwg;1,577287066;312
2llnt;1,57480315;125
2xcg2;1,57480315;125
8p0je;1,57480315;125
l5dzv;1,57480315;125
qtssp;1,57480315;125
6bhqj;1,5625;63
6i5ms;1,5625;63
84nlm;1,5625;63
a5p7v;1,5625;63
bu8uq;1,5625;63
c1f27;1,5625;63
cr0pl;1,5625;63
e088q;1,5625;126
fvtrk;1,5625;63
g2xxt;1,5625;63
kfa56;1,5625;63
mepti;1,5625;126
mufl4;1,5625;63
nx6v1;1,5625;126
plneq;1,5625;63
ptuyn;1,5625;630
quiym;1,5625;126
r3bqe;1,5625;126
rwo8t;1,5625;63
s6ue4;1,5625;63
whxs0;1,5625;63
8v4l3;1,554404145;380
xhfjj;1,554404145;190
2rs7b;1,550387597;508
aue20;1,550387597;508
hj8cm;1,550387597;508
ogs1z;1,550387597;127
6yjcg;1,547987616;318
jwjvm;1,547987616;318
tc7be;1,547987616;318
t6o2p;1,544401544;255
06cko;1,538461538;576
0n1ay;1,538461538;64
17ctg;1,538461538;64
242te;1,538461538;192
3hx0z;1,538461538;64
41mcz;1,538461538;64
46gtt;1,538461538;64
4qa4i;1,538461538;64
5ksfv;1,538461538;64
62pzw;1,538461538;64
6vtcj;1,538461538;64
7bklq;1,538461538;64
7ezae;1,538461538;320
8dbo3;1,538461538;192
8osn0;1,538461538;64
8qi75;1,538461538;64
90hzn;1,538461538;64
9er4l;1,538461538;128
9mn59;1,538461538;128
avcat;1,538461538;128
b4jlj;1,538461538;128
bxjop;1,538461538;192
c8ths;1,538461538;64
dzy6e;1,538461538;128
fiyxf;1,538461538;64
gtetp;1,538461538;64
gtrpt;1,538461538;384
h44qg;1,538461538;192
i7z4d;1,538461538;64
iayzi;1,538461538;128
jzs8y;1,538461538;128
k2ofm;1,538461538;64
krkoq;1,538461538;64
lkrws;1,538461538;64
llkmu;1,538461538;128
lu0jx;1,538461538;64
m1bod;1,538461538;64
ncsd7;1,538461538;64
nrfos;1,538461538;64
o09zg;1,538461538;64
o7ugu;1,538461538;192
p0z9p;1,538461538;384
qh7aj;1,538461538;64
rh1n4;1,538461538;64
ru86n;1,538461538;192
t209w;1,538461538;128
tqux1;1,538461538;64
tsj06;1,538461538;64
ukb2f;1,538461538;128
ukulq;1,538461538;128
vqimw;1,538461538;640
vutv1;1,538461538;64
w4ca2;1,538461538;64
w6y44;1,538461538;128
wk7xd;1,538461538;128
xgyg3;1,538461538;64
xofzs;1,538461538;128
yzetb;1,538461538;128
zb5el;1,538461538;64
zkjjt;1,538461538;64
ac0yh;1,535836177;1154
1lhhv;1,530612245;193
44xvi;1,530612245;386
mvp9w;1,530612245;193
uhjs5;1,529051988;322
jbjpo;1,52284264;194
vvzrr;1,52284264;388
ajcwk;1,520912548;259
eoxie;1,520912548;518
o9ey7;1,520912548;259
8rop1;1,517241379;714
k8s60;1,517241379;714
27trb;1,515151515;65
2jk4n;1,515151515;195
2uzp8;1,515151515;65
33p3w;1,515151515;195
36uyl;1,515151515;65
57k1o;1,515151515;65
5hkpy;1,515151515;65
80jjl;1,515151515;195
8ephc;1,515151515;130
8k0kn;1,515151515;65
8ua34;1,515151515;65
croy8;1,515151515;130
e4bdd;1,515151515;130
e6ieh;1,515151515;65
fkehf;1,515151515;65
g290p;1,515151515;65
gg2z6;1,515151515;65
gkgrz;1,515151515;325
grboh;1,515151515;195
hl8tv;1,515151515;325
ij22w;1,515151515;65
n79ki;1,515151515;130
nnou4;1,515151515;65
nvl6g;1,515151515;65
ool9u;1,515151515;130
phskv;1,515151515;65
poxog;1,515151515;65
qnelx;1,515151515;65
r628o;1,515151515;130
r7jml;1,515151515;65
t3rjn;1,515151515;65
tiweq;1,515151515;65
tm3le;1,515151515;65
u3xrn;1,515151515;195
ugky9;1,515151515;65
wsmbg;1,515151515;65
xiney;1,515151515;130
zbn22;1,515151515;65
zeijj;1,515151515;130
hr4cu;1,51187905;456
n1wgr;1,510574018;326
rsobu;1,510574018;326
p838b;1,509433962;261
577uy;1,507537688;196
rdhm6;1,507537688;196
jdkys;1,506849315;719
cywr3;1,503759399;262
d3tt1;1,503759399;131
k8ey6;1,503759399;131
nx09f;1,503759399;262
sy0ws;1,503759399;131
utj6i;1,503759399;131
b2d1s;1,5;197
eb2lw;1,5;197
1e34p;1,492537313;66
1wmxi;1,492537313;66
4wt9x;1,492537313;66
57z69;1,492537313;66
720ml;1,492537313;66
80kwh;1,492537313;66
9m83t;1,492537313;66
9pv1g;1,492537313;198
araz3;1,492537313;66
czvu4;1,492537313;132
dsqsc;1,492537313;66
fgq6o;1,492537313;198
gwy5e;1,492537313;66
gytoi;1,492537313;66
i6fs3;1,492537313;198
ihh9o;1,492537313;132
m234u;1,492537313;66
n6ok4;1,492537313;66
owep3;1,492537313;198
pxspl;1,492537313;66
q1w3q;1,492537313;66
q42fj;1,492537313;66
r0ebx;1,492537313;66
s3qnf;1,492537313;132
skaq6;1,492537313;66
tf13z;1,492537313;66
wzfh3;1,492537313;198
ydot3;1,492537313;66
zebsd;1,492537313;66
gbki4;1,485148515;199
yynjy;1,485148515;199
5wl0t;1,484480432;730
3b38w;1,481481481;133
4lv8v;1,481481481;133
6wg41;1,481481481;266
k28eh;1,481481481;133
n5qxd;1,481481481;133
t5hrw;1,481481481;266
26165;1,479915433;466
k329a;1,479289941;333
k6btl;1,479289941;333
w6jc4;1,477832512;200
hw3ht;1,474201474;401
1sf7p;1,470588235;134
2hk1v;1,470588235;67
39gcr;1,470588235;335
4vkpu;1,470588235;67
62rzb;1,470588235;67
6l2kg;1,470588235;134
8ekld;1,470588235;67
982v3;1,470588235;67
a9xko;1,470588235;67
avvyc;1,470588235;67
kdi6e;1,470588235;67
ntjlt;1,470588235;134
poftd;1,470588235;67
r1h2n;1,470588235;67
sts42;1,470588235;67
t3yli;1,470588235;67
u8o7f;1,470588235;268
um98m;1,470588235;67
v3hwd;1,470588235;67
vwzlz;1,470588235;67
x5k8s;1,470588235;67
zptzy;1,470588235;134
8cw3u;1,463414634;202
6pg47;1,46231721;876
5zgtz;1,459854015;135
hk5ak;1,459854015;135
o1dla;1,459854015;270
pvmhu;1,459854015;135
rihf8;1,459854015;135
ukwg8;1,459854015;270
y0kes;1,459854015;135
4xtha;1,45631068;203
i79wf;1,45631068;203
rc8pl;1,45631068;203
rchdw;1,45631068;203
l0dck;1,454545455;271
0djgl;1,449275362;68
1di7s;1,449275362;136
1red8;1,449275362;408
24x3f;1,449275362;68
2cu1k;1,449275362;68
2ggft;1,449275362;68
30qm8;1,449275362;136
4osgz;1,449275362;136
6j7rx;1,449275362;68
762ka;1,449275362;136
awhvd;1,449275362;68
bphcp;1,449275362;68
cb9bh;1,449275362;68
dcm19;1,449275362;68
dqn2v;1,449275362;68
dyw73;1,449275362;68
f1t9l;1,449275362;68
h3iia;1,449275362;68
h7bzo;1,449275362;68
p2lq3;1,449275362;136
t4hm1;1,449275362;68
z3u4e;1,449275362;68
zeiyy;1,449275362;68
znluk;1,449275362;68
cm75x;1,445086705;341
im8vj;1,445086705;341
ljs20;1,442307692;205
stt0w;1,442307692;205
80fl9;1,440329218;479
zjcvd;1,440329218;479
346um;1,438848921;137
rbyck;1,438848921;137
rue9s;1,438848921;411
s0140;1,438848921;548
sjprg;1,438848921;137
b00p4;1,437699681;617
lbsba;1,435406699;206
1gg00;1,428571429;69
49xmz;1,428571429;69
5jdqz;1,428571429;69
6gy3q;1,428571429;69
9alsk;1,428571429;69
9tjrw;1,428571429;69
asbp8;1,428571429;138
dweqj;1,428571429;138
ferky;1,428571429;69
g0wmq;1,428571429;69
ihpkx;1,428571429;207
jctgy;1,428571429;138
kk1ty;1,428571429;138
whysn;1,428571429;69
kpvjn;1,424501425;346
g3yra;1,423487544;277
ua40i;1,421800948;208
xjwop;1,421800948;416
6hclr;1,420959147;555
rff1x;1,417004049;974
0nn94;1,416122004;905
zpkcp;1,41509434;209
peqqk;1,413881748;767
0laj4;1,408450704;280
6mby2;1,408450704;70
762nb;1,408450704;140
7fkv6;1,408450704;70
82yg1;1,408450704;70
a5o09;1,408450704;70
c9xd3;1,408450704;210
g3dry;1,408450704;210
lgb2w;1,408450704;140
msed5;1,408450704;70
puxlw;1,408450704;280
quvf6;1,408450704;280
ttxsc;1,408450704;70
08h8f;1,403508772;281
t1q91;1,400560224;352
4bva5;1,398601399;282
d447w;1,398601399;141
dpqly;1,398601399;141
lr2l3;1,398601399;141
mhmsg;1,398601399;141
nzfdk;1,398601399;282
r0yk0;1,398601399;141
ug1pe;1,398601399;141
y0bhz;1,398601399;282
bmehb;1,395348837;212
zxmqx;1,395348837;212
gmaek;1,393728223;283
iymrw;1,393728223;283
le0yq;1,391304348;567
625bb;1,388888889;71
7hcql;1,388888889;71
8vs4l;1,388888889;71
96a8e;1,388888889;71
abcsb;1,388888889;71
auyxe;1,388888889;213
bch5v;1,388888889;71
h5w8f;1,388888889;71
obqw2;1,388888889;71
pqamp;1,388888889;142
vgt69;1,388888889;71
wuwxu;1,388888889;71
72p84;1,384083045;285
ie0u8;1,384083045;285
pwqt6;1,384083045;570
oemu8;1,382488479;214
5a9q1;1,379310345;143
63893;1,379310345;143
dcc3h;1,379310345;286
lmw3t;1,379310345;143
yz7t2;1,379310345;286
s5hdh;1,376597837;2006
trd3d;1,376146789;1935
6h1ni;1,372997712;431
0bzjx;1,369863014;144
0rq2p;1,369863014;72
1jmp4;1,369863014;72
2fmea;1,369863014;72
5b0y7;1,369863014;72
5jmse;1,369863014;72
65nvy;1,369863014;288
70vae;1,369863014;72
71gd3;1,369863014;72
7fh50;1,369863014;72
7ygmc;1,369863014;72
8oajk;1,369863014;72
9jxod;1,369863014;144
bau9t;1,369863014;144
c40su;1,369863014;72
d2cqh;1,369863014;72
d6f4h;1,369863014;72
dl73h;1,369863014;72
dmchp;1,369863014;144
dzwbf;1,369863014;144
edifo;1,369863014;144
goib8;1,369863014;72
jtld0;1,369863014;72
ksx27;1,369863014;72
l5s03;1,369863014;72
limuk;1,369863014;72
mq6v2;1,369863014;144
ntpo2;1,369863014;144
qy7e5;1,369863014;72
s4e2o;1,369863014;144
tkr8l;1,369863014;72
u8gqx;1,369863014;144
vekaz;1,369863014;144
vfqvi;1,369863014;144
wdyee;1,369863014;144
xu27m;1,369863014;72
ypb6y;1,369863014;72
yrwe6;1,369863014;72
zbyt4;1,369863014;72
rwix2;1,367521368;577
asusf;1,3671875;505
0fenh;1,366742597;433
1eogb;1,365187713;289
6bqlc;1,365187713;289
wcdkr;1,365187713;289
6q6fx;1,364522417;1012
222in;1,363636364;217
766cy;1,363636364;217
81n4z;1,363636364;217
82xzx;1,363636364;217
g40uh;1,363636364;217
lc5wu;1,363636364;217
1zjuy;1,360544218;145
4d8mm;1,360544218;145
oittb;1,360544218;145
rj5da;1,360544218;290
j5kqi;1,358695652;726
ibgpt;1,358234295;581
qfmf5;1,356589147;509
6koxs;1,355932203;291
rjc4b;1,35501355;1092
7junv;1,354872329;1893
3ty8o;1,354401806;874
0s7wm;1,351351351;292
42chg;1,351351351;73
5x1qe;1,351351351;73
68iw4;1,351351351;146
78p3a;1,351351351;73
a6158;1,351351351;73
d3278;1,351351351;73
duejd;1,351351351;73
dvm2k;1,351351351;73
e8fub;1,351351351;73
ex9kp;1,351351351;73
g5o32;1,351351351;73
h6g0n;1,351351351;73
nmkee;1,351351351;219
p4wco;1,351351351;73
p52kb;1,351351351;73
pl4sg;1,351351351;73
q4jkn;1,351351351;73
r6s1i;1,351351351;146
sxr7h;1,351351351;73
ze474;1,351351351;292
ii4fg;1,344459898;2128
znmlz;1,344459898;2128
2q6qi;1,342281879;294
5ni1a;1,342281879;147
hghe2;1,342281879;147
ic2sy;1,342281879;147
lvdol;1,342281879;147
1jvqu;1,340033501;589
efa9t;1,339285714;221
jdz6s;1,339285714;221
lupq9;1,339285714;221
3wla7;1,337792642;590
ewct2;1,337792642;590
1ucp9;1,333333333;74
2ft9g;1,333333333;222
4m778;1,333333333;74
6s7t5;1,333333333;74
7fxft;1,333333333;222
ar99d;1,333333333;296
cqcf2;1,333333333;148
d3loy;1,333333333;296
d5qvn;1,333333333;74
fc7tg;1,333333333;222
npbyd;1,333333333;296
qopp0;1,333333333;74
xkcqd;1,333333333;148
xm9rj;1,333333333;148
ysv14;1,333333333;148
zkhz3;1,333333333;74
4cvyx;1,327885598;966
i9rce;1,327433628;223
042hy;1,324503311;149
5teud;1,324503311;149
gesqw;1,324503311;149
h1z46;1,324503311;149
hero2;1,324503311;298
o4qkn;1,324503311;149
qxcoq;1,324503311;149
u9prf;1,324503311;149
1xt3a;1,322115385;821
sqri2;1,322115385;821
sx7dg;1,322115385;821
1jetm;1,321585903;224
aaleb;1,321585903;448
bpq3x;1,321585903;448
d5n9f;1,321585903;224
dojh2;1,321585903;448
gs4zn;1,321585903;224
lldi9;1,321585903;448
tcykg;1,321585903;224
w6d85;1,321585903;224
wl85f;1,321585903;224
xbkp1;1,321585903;448
u1t09;1,319261214;374
rz3cd;1,317365269;824
w1lwe;1,317365269;824
if6zr;1,316808675;1274
07gmf;1,315789474;75
8ff71;1,315789474;75
crjol;1,315789474;75
db26h;1,315789474;75
f8szl;1,315789474;75
hsasl;1,315789474;75
kkp27;1,315789474;75
p6tq2;1,315789474;975
rjueo;1,315789474;75
sdysi;1,315789474;75
sxscc;1,315789474;75
wg07v;1,315789474;75
wxs0p;1,315789474;975
zmb2t;1,315789474;75
0j8vu;1,3136289;601
fql9e;1,3136289;601
fuy4w;1,312910284;451
02eos;1,310043668;226
w1il6;1,310043668;226
1zuh9;1,309734513;2788
7pvm6;1,307189542;151
9ltll;1,307189542;151
qzvnu;1,307189542;151
v59xr;1,307189542;151
stvpl;1,302083333;379
3580p;1,301518438;455
0nyh7;1,298701299;76
14zfw;1,298701299;76
17wka;1,298701299;76
1jlrm;1,298701299;76
29lbs;1,298701299;152
2if6u;1,298701299;76
3h8zc;1,298701299;76
3vrix;1,298701299;228
48myl;1,298701299;76
5r7ry;1,298701299;76
61f1p;1,298701299;152
6r3ih;1,298701299;76
83st5;1,298701299;76
ap681;1,298701299;76
hxnoe;1,298701299;76
jfhon;1,298701299;76
jtc92;1,298701299;76
k68dd;1,298701299;76
keqoa;1,298701299;76
l65rs;1,298701299;228
lju5j;1,298701299;76
lwux5;1,298701299;152
mhc9h;1,298701299;76
mti66;1,298701299;76
nkbfd;1,298701299;76
nlqvg;1,298701299;76
nutpn;1,298701299;76
qal3h;1,298701299;76
req7q;1,298701299;76
tfqnn;1,298701299;76
u9v2i;1,298701299;76
veoat;1,298701299;76
yslvb;1,298701299;152
zfcga;1,298701299;76
zzxkg;1,298701299;152
4gluo;1,296296296;533
k9mov;1,296296296;533
9s8uo;1,295896328;457
6me7j;1,295336788;381
6o285;1,293103448;229
er90v;1,293103448;229
jyvqv;1,293103448;229
uhn0b;1,293103448;229
lhq8n;1,290322581;153
nc7n2;1,290322581;153
f28m0;1,286173633;307
wgfgq;1,286173633;307
0v8j8;1,282051282;77
2bc5v;1,282051282;77
4g2fo;1,282051282;77
5bcjp;1,282051282;77
7rt2m;1,282051282;77
8bien;1,282051282;154
9d8jy;1,282051282;385
9ruxa;1,282051282;154
am6tn;1,282051282;154
apmkq;1,282051282;77
b9v8v;1,282051282;77
ean2c;1,282051282;77
f4qwq;1,282051282;77
fik4g;1,282051282;77
gonfo;1,282051282;154
gz80o;1,282051282;154
hir5p;1,282051282;77
nlrou;1,282051282;77
o64bl;1,282051282;77
oimzb;1,282051282;77
osz7f;1,282051282;77
qvcn8;1,282051282;154
r10r9;1,282051282;154
r53ho;1,282051282;77
t9fwi;1,282051282;231
xw5u7;1,282051282;154
avely;1,277955272;309
p3n96;1,277955272;618
zedxo;1,27420999;1937
2iwih;1,27388535;155
p7fis;1,27388535;155
s2024;1,27388535;155
zqd3b;1,27388535;155
5w7kz;1,272264631;776
2srhx;1,26953125;1011
0t3ix;1,268742791;856
eicy1;1,268498943;467
kk35v;1,26705653;1013
2zup2;1,265822785;78
3q5h7;1,265822785;78
3wzpy;1,265822785;78
85y6w;1,265822785;78
8op71;1,265822785;78
8qiru;1,265822785;312
a2i78;1,265822785;78
an6wf;1,265822785;156
d5jut;1,265822785;78
ibwcf;1,265822785;156
lhb8s;1,265822785;78
pz7xg;1,265822785;312
qohhk;1,265822785;78
smowj;1,265822785;312
v7dxe;1,265822785;78
wotn2;1,265822785;78
wustt;1,265822785;156
xr2ni;1,265822785;312
y5n2w;1,265822785;78
zg856;1,265822785;78
zuwg1;1,265822785;156
9mdow;1,261829653;313
0oi66;1,260504202;235
0wyma;1,260504202;235
kmcn0;1,258992806;549
0swrj;1,257861635;157
98a5j;1,257861635;157
cz57i;1,257861635;157
ujihj;1,257861635;157
kl1vl;1,252236136;552
0jty2;1,25;79
0unkr;1,25;395
2j9qa;1,25;158
2t9m4;1,25;79
581a5;1,25;79
6m9og;1,25;79
75u21;1,25;158
83t6a;1,25;79
am7bw;1,25;79
hr936;1,25;79
ij60k;1,25;158
j145a;1,25;79
lvwat;1,25;79
oahb1;1,25;79
pnv15;1,25;79
qcn6b;1,25;395
u45w8;1,25;79
uzqjx;1,25;632
wly96;1,25;79
wyc5e;1,25;79
x5ta7;1,25;79
x8i6l;1,25;158
y3kbi;1,25;237
565ej;1,245753114;872
akn05;1,245753114;872
u9gwz;1,244813278;476
49uuw;1,242236025;159
868on;1,242236025;159
mdqbk;1,242236025;159
